record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
2708,2023-08-03 19:31:00,Indiranagar,12.9703,77.718954,Thursday,19,Very Heavy,Clear,Dry,Bus,Severe,Serious,Ignoring Signal,Unknown,0,4,CMH Road,14690,47.73,30.0,1,57.97,64.61,Thursday,Evening,3,8,0
2709,2023-02-07 06:02:00,Indiranagar,13.036399,77.651828,Tuesday,6,Moderate,Raining,Potholes,Truck,Minor,Minor,Ignoring Signal,No Helmet,0,1,100 Feet Road,37716,24.38,59.19,0,41.65,61.53,Tuesday,Morning,1,2,0
2710,2023-09-14 04:49:00,Whitefield,12.951676,77.596367,Thursday,4,Light,Foggy,Potholes,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,1,ITPL Main Road,15676,49.29,30.0,0,76.64,97.89,Thursday,Night,3,9,0
2711,2023-03-08 20:26:00,Koramangala,13.11847,77.450689,Wednesday,20,Heavy,Haze,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,Sony World Junction,31053,31.99,53.36,0,75.33,62.21,Wednesday,Evening,2,3,0
2712,2023-01-21 13:18:00,HSR Layout,12.983528,77.639431,Saturday,13,Light,Clear,Under Construction,Auto Rickshaw,Minor,Minor,Distracted Driving,Unknown,0,1,Outer Ring Road,20830,35.47,37.43,0,82.72,97.31,Saturday,Afternoon,5,1,1
2713,2023-05-24 20:24:00,Whitefield,12.89217,77.539574,Wednesday,20,Very Heavy,Raining,Wet,Bus,Moderate,Minor,Ignoring Signal,Unknown,0,2,Marathahalli Bridge,19151,43.21,30.0,0,45.97,59.99,Wednesday,Evening,2,5,0
2714,2023-02-23 13:07:00,Whitefield,13.058229,77.472857,Thursday,13,Moderate,Foggy,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Unknown,0,1,ITPL Main Road,59656,11.4,99.63,0,52.07,73.56,Thursday,Afternoon,3,2,0
2715,2023-11-10 13:28:00,Jayanagar,12.958434,77.630131,Friday,13,Moderate,Raining,Under Construction,Bicycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,4th Block Complex,10743,46.8,30.0,1,39.33,54.51,Friday,Afternoon,4,11,0
2716,2023-12-27 04:48:00,Whitefield,13.016306,77.490008,Wednesday,4,Light,Cloudy,Potholes,Truck,Minor,Minor,Ignoring Signal,Unknown,0,1,Marathahalli Bridge,13823,46.07,30.0,0,82.2,68.0,Wednesday,Night,2,12,0
2717,2023-08-24 04:08:00,Jayanagar,12.86806,77.572841,Thursday,4,Light,Overcast,Under Construction,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,South End Circle,38652,19.38,66.6,0,48.67,78.9,Thursday,Night,3,8,0
2718,2023-04-21 11:31:00,Jayanagar,13.00982,77.502099,Friday,11,Very Heavy,Cloudy,Under Construction,Bicycle,Minor,Minor,Distracted Driving,Jumping Signal,0,2,4th Block Complex,48930,8.52,81.9,1,38.3,73.03,Friday,Morning,4,4,0
2719,2023-08-20 13:13:00,Koramangala,13.000432,77.459368,Sunday,13,Moderate,Foggy,Wet,Auto Rickshaw,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,Sony World Junction,36919,19.61,54.13,0,71.98,58.2,Sunday,Afternoon,6,8,1
2720,2023-08-15 21:03:00,Indiranagar,13.037378,77.558778,Tuesday,21,Moderate,Overcast,Wet,Auto Rickshaw,Unknown,No Injury,Speeding,Jumping Signal,0,0,CMH Road,56339,11.16,98.36,0,50.57,78.54,Tuesday,Night,1,8,0
2721,2023-04-20 19:42:00,HSR Layout,13.043662,77.740115,Thursday,19,Very Heavy,Raining,Wet,Auto Rickshaw,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,58417,9.23,91.1,0,63.68,67.15,Thursday,Evening,3,4,0
2722,2023-10-20 01:38:00,Koramangala,12.834586,77.521479,Friday,1,Light,Foggy,Potholes,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,2,80 Feet Road,27364,33.48,47.69,0,79.87,66.4,Friday,Night,4,10,0
2723,2023-04-07 02:16:00,Whitefield,12.848768,77.480969,Friday,2,Light,Clear,Dry,Car,Moderate,Serious,Distracted Driving,Overspeeding,0,4,Marathahalli Bridge,39954,20.65,64.81,3,71.38,89.69,Friday,Night,4,4,0
2724,2023-11-03 12:46:00,Indiranagar,12.869825,77.576007,Friday,12,Moderate,Haze,Wet,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,100 Feet Road,45049,11.14,78.22,1,51.28,84.67,Friday,Afternoon,4,11,0
2725,2023-10-04 21:33:00,Jayanagar,12.939075,77.636828,Wednesday,21,Light,Haze,Dry,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,South End Circle,11306,53.56,30.0,0,45.96,50.5,Wednesday,Night,2,10,0
2726,2023-06-22 17:48:00,Indiranagar,12.877518,77.608592,Thursday,17,Heavy,Foggy,Potholes,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,CMH Road,45126,12.31,72.85,1,34.62,68.06,Thursday,Evening,3,6,0
2727,2023-12-08 01:20:00,Indiranagar,12.888315,77.71618,Friday,1,Light,Haze,Dry,Motorcycle,Severe,Serious,Distracted Driving,Overspeeding,0,2,CMH Road,26207,30.02,36.09,0,81.81,50.64,Friday,Night,4,12,0
2728,2023-01-29 01:44:00,Indiranagar,12.828752,77.693286,Sunday,1,Moderate,Haze,Potholes,Car,Moderate,Minor,Speeding,Jumping Signal,0,1,CMH Road,33347,24.23,57.55,0,45.04,65.55,Sunday,Night,6,1,1
2729,2023-08-07 05:15:00,HSR Layout,12.891604,77.621926,Monday,5,Light,Haze,Under Construction,Bicycle,Moderate,Minor,Speeding,Unknown,0,1,27th Main Road,6438,48.59,30.0,0,33.19,56.05,Monday,Morning,0,8,0
2730,2023-02-05 22:55:00,Indiranagar,13.082782,77.638535,Sunday,22,Light,Cloudy,Under Construction,Car,Severe,Serious,Distracted Driving,Overspeeding,0,2,CMH Road,18975,44.98,31.89,0,71.26,97.68,Sunday,Night,6,2,1
2731,2023-08-17 13:27:00,Jayanagar,13.07962,77.564441,Thursday,13,Moderate,Overcast,Dry,Car,Moderate,Minor,Distracted Driving,Overspeeding,0,2,4th Block Complex,48522,13.17,77.78,0,46.29,53.07,Thursday,Afternoon,3,8,0
2732,2023-09-14 08:50:00,Jayanagar,13.057942,77.737658,Thursday,8,Very Heavy,Foggy,Dry,Bicycle,Minor,Minor,Speeding,No Helmet,0,1,South End Circle,52258,8.21,90.0,1,84.79,95.2,Thursday,Morning,3,9,0
2733,2023-01-08 08:19:00,Jayanagar,12.953824,77.45481,Sunday,8,Heavy,Foggy,Dry,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,4th Block Complex,6908,53.0,30.0,0,38.92,73.47,Sunday,Morning,6,1,1
2734,2023-10-15 23:22:00,HSR Layout,13.105453,77.740987,Sunday,23,Light,Raining,Under Construction,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,2,27th Main Road,34266,24.51,50.0,1,60.85,94.12,Sunday,Night,6,10,1
2735,2023-07-29 16:07:00,Whitefield,12.846775,77.712838,Saturday,16,Light,Cloudy,Wet,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,1,ITPL Main Road,45217,13.07,69.41,0,76.53,89.59,Saturday,Afternoon,5,7,1
2736,2023-12-29 03:41:00,Indiranagar,13.109578,77.736441,Friday,3,Light,Haze,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,100 Feet Road,29512,34.8,41.94,1,67.12,80.37,Friday,Night,4,12,0
2737,2023-06-15 22:26:00,Jayanagar,13.050823,77.559283,Thursday,22,Light,Cloudy,Wet,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,2,4th Block Complex,38036,22.23,56.22,0,48.93,84.1,Thursday,Night,3,6,0
2738,2023-02-07 09:39:00,HSR Layout,12.824854,77.528799,Tuesday,9,Very Heavy,Clear,Wet,Bicycle,Minor,Minor,Drunk Driving,No Helmet,0,1,27th Main Road,8288,55.42,30.0,1,69.18,81.74,Tuesday,Morning,1,2,0
2739,2023-11-24 11:10:00,HSR Layout,12.937071,77.471257,Friday,11,Heavy,Overcast,Dry,Bus,Moderate,Serious,Drunk Driving,Unknown,0,1,Outer Ring Road,49293,8.6,81.0,0,45.09,96.01,Friday,Morning,4,11,0
2740,2023-12-18 23:45:00,Indiranagar,13.073623,77.624002,Monday,23,Light,Raining,Dry,Truck,Moderate,Minor,Speeding,Unknown,0,1,100 Feet Road,49040,15.45,77.98,0,69.6,57.6,Monday,Night,0,12,0
2741,2023-06-27 02:26:00,Whitefield,12.977292,77.553279,Tuesday,2,Moderate,Haze,Potholes,Bicycle,Moderate,Serious,Drunk Driving,Jumping Signal,0,1,Marathahalli Bridge,27530,32.33,39.11,0,44.22,93.01,Tuesday,Night,1,6,0
2742,2023-03-11 16:29:00,HSR Layout,12.835843,77.718938,Saturday,16,Light,Haze,Dry,Car,Minor,Minor,Drunk Driving,No Helmet,0,2,27th Main Road,25449,37.93,33.79,0,37.72,98.55,Saturday,Afternoon,5,3,1
2743,2023-08-31 01:34:00,Koramangala,13.110327,77.6359,Thursday,1,Light,Haze,Under Construction,Bus,Severe,Serious,Distracted Driving,Unknown,0,2,Sony World Junction,35210,26.42,55.3,1,83.15,88.03,Thursday,Night,3,8,0
2744,2023-07-08 00:19:00,Koramangala,13.025542,77.628186,Saturday,0,Light,Haze,Dry,Motorcycle,Severe,Serious,Ignoring Signal,No Helmet,0,4,Sony World Junction,48824,15.92,72.81,0,37.47,86.5,Saturday,Night,5,7,1
2745,2023-11-15 23:17:00,HSR Layout,13.056249,77.571177,Wednesday,23,Moderate,Cloudy,Wet,Car,Moderate,Minor,Distracted Driving,Overspeeding,0,1,27th Main Road,53297,6.46,87.0,1,63.21,60.45,Wednesday,Night,2,11,0
2746,2023-09-19 09:14:00,Jayanagar,13.056553,77.605019,Tuesday,9,Very Heavy,Clear,Dry,Car,Minor,Minor,Speeding,Overspeeding,0,2,South End Circle,33575,25.48,56.13,0,37.04,98.54,Tuesday,Morning,1,9,0
2747,2023-03-22 02:36:00,Jayanagar,13.033164,77.446264,Wednesday,2,Light,Foggy,Under Construction,Truck,Minor,Minor,Drunk Driving,Jumping Signal,0,2,4th Block Complex,28557,30.07,44.36,0,63.26,81.09,Wednesday,Night,2,3,0
2748,2023-12-13 19:59:00,Jayanagar,13.067756,77.724952,Wednesday,19,Heavy,Foggy,Potholes,Truck,Severe,Fatal,Ignoring Signal,Overspeeding,1,2,South End Circle,58957,14.59,95.68,0,72.89,95.22,Wednesday,Evening,2,12,0
2749,2023-05-03 21:30:00,Whitefield,13.067605,77.699718,Wednesday,21,Moderate,Overcast,Under Construction,Bus,Moderate,Minor,Distracted Driving,Unknown,0,2,ITPL Main Road,47273,9.94,71.46,0,53.08,57.55,Wednesday,Night,2,5,0
2750,2023-04-11 15:05:00,Whitefield,12.956361,77.54724,Tuesday,15,Moderate,Raining,Wet,Car,Moderate,Minor,Speeding,Unknown,0,2,ITPL Main Road,53137,7.29,88.77,0,48.12,57.35,Tuesday,Afternoon,1,4,0
2751,2023-02-26 20:57:00,Koramangala,12.995078,77.586584,Sunday,20,Heavy,Foggy,Wet,Truck,Minor,Minor,Distracted Driving,Jumping Signal,0,1,80 Feet Road,25104,36.39,35.82,0,51.51,86.29,Sunday,Evening,6,2,1
2752,2023-10-06 01:53:00,Jayanagar,12.985192,77.604523,Friday,1,Moderate,Clear,Potholes,Car,Severe,Fatal,Drunk Driving,Unknown,1,2,South End Circle,31270,32.99,49.95,0,78.72,57.11,Friday,Night,4,10,0
2753,2023-04-08 00:34:00,HSR Layout,12.940024,77.643076,Saturday,0,Moderate,Overcast,Wet,Auto Rickshaw,Minor,Minor,Speeding,Jumping Signal,0,1,Outer Ring Road,56733,10.61,90.72,0,74.64,51.68,Saturday,Night,5,4,1
2754,2023-03-04 08:25:00,HSR Layout,13.108457,77.558634,Saturday,8,Heavy,Raining,Potholes,Motorcycle,Moderate,Serious,Distracted Driving,Overspeeding,0,4,Outer Ring Road,22478,41.93,32.49,0,80.15,72.02,Saturday,Morning,5,3,1
2755,2023-09-24 10:35:00,Koramangala,13.106894,77.454658,Sunday,10,Heavy,Raining,Wet,Bus,Moderate,Minor,Speeding,Overspeeding,0,2,Sony World Junction,42980,17.52,71.62,0,76.02,77.71,Sunday,Morning,6,9,1
2756,2023-07-12 12:20:00,HSR Layout,12.844695,77.645606,Wednesday,12,Light,Cloudy,Under Construction,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,1,27th Main Road,59421,10.75,100.0,0,52.55,71.23,Wednesday,Afternoon,2,7,0
2757,2023-10-01 04:17:00,HSR Layout,13.029391,77.711545,Sunday,4,Moderate,Cloudy,Potholes,Auto Rickshaw,Minor,Minor,Speeding,Unknown,0,2,27th Main Road,5901,50.93,30.0,0,75.99,70.39,Sunday,Night,6,10,1
2758,2023-02-18 16:48:00,Whitefield,12.890001,77.739279,Saturday,16,Moderate,Overcast,Potholes,Bicycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,ITPL Main Road,28017,26.99,51.07,0,57.28,85.14,Saturday,Afternoon,5,2,1
2759,2023-05-13 21:21:00,Jayanagar,12.916677,77.556222,Saturday,21,Light,Clear,Wet,Motorcycle,Severe,Serious,Speeding,Overspeeding,0,1,South End Circle,50762,13.09,80.26,0,60.37,53.87,Saturday,Night,5,5,1
2760,2023-09-28 23:43:00,Indiranagar,13.01478,77.482546,Thursday,23,Light,Haze,Potholes,Motorcycle,Moderate,Minor,Ignoring Signal,No Helmet,0,1,100 Feet Road,52393,10.95,83.38,0,79.61,94.46,Thursday,Night,3,9,0
2761,2023-03-05 07:36:00,Jayanagar,12.958076,77.560869,Sunday,7,Moderate,Clear,Under Construction,Auto Rickshaw,Moderate,Serious,Ignoring Signal,Jumping Signal,0,4,4th Block Complex,19936,42.95,33.05,1,64.9,75.09,Sunday,Morning,6,3,1
2762,2023-10-20 02:01:00,Indiranagar,12.833328,77.454756,Friday,2,Light,Clear,Dry,Motorcycle,Severe,Serious,Ignoring Signal,Unknown,0,2,CMH Road,49618,7.26,85.88,0,30.04,60.72,Friday,Night,4,10,0
2763,2023-07-10 00:38:00,HSR Layout,12.958285,77.462009,Monday,0,Light,Haze,Dry,Car,Minor,Minor,Speeding,Jumping Signal,0,1,Outer Ring Road,44706,11.0,66.21,0,43.46,52.0,Monday,Night,0,7,0
2764,2023-03-19 01:01:00,Whitefield,12.915401,77.733348,Sunday,1,Moderate,Haze,Dry,Motorcycle,Severe,Serious,Ignoring Signal,Unknown,0,4,Marathahalli Bridge,47438,9.39,72.71,1,45.32,94.55,Sunday,Night,6,3,1
2765,2023-08-11 01:59:00,Whitefield,13.012129,77.677895,Friday,1,Moderate,Clear,Potholes,Bus,Moderate,Minor,Speeding,No Helmet,0,1,ITPL Main Road,53380,11.71,93.54,0,68.04,85.9,Friday,Night,4,8,0
2766,2023-07-18 08:16:00,HSR Layout,12.924164,77.542962,Tuesday,8,Heavy,Overcast,Under Construction,Truck,Unknown,No Injury,Distracted Driving,Overspeeding,0,0,Outer Ring Road,41112,14.98,67.86,0,54.15,93.91,Tuesday,Morning,1,7,0
2767,2023-03-25 04:41:00,Koramangala,12.955471,77.691238,Saturday,4,Moderate,Raining,Wet,Bus,Moderate,Serious,Speeding,No Helmet,0,1,80 Feet Road,23001,37.89,33.51,1,38.52,72.09,Saturday,Night,5,3,1
2768,2023-08-07 05:43:00,Jayanagar,13.003993,77.692467,Monday,5,Moderate,Cloudy,Potholes,Car,Severe,Serious,Speeding,Unknown,0,2,4th Block Complex,53150,8.01,81.16,4,48.62,88.93,Monday,Morning,0,8,0
2769,2023-10-20 08:20:00,Koramangala,13.116732,77.641137,Friday,8,Very Heavy,Raining,Wet,Motorcycle,Moderate,Minor,Speeding,Jumping Signal,0,2,80 Feet Road,27364,33.48,47.69,0,79.87,66.4,Friday,Morning,4,10,0
2770,2023-02-10 13:19:00,Indiranagar,13.052404,77.692286,Friday,13,Light,Cloudy,Under Construction,Car,Moderate,Minor,Ignoring Signal,No Helmet,0,1,100 Feet Road,26383,31.36,43.84,0,52.87,60.75,Friday,Afternoon,4,2,0
2771,2023-03-28 21:39:00,Whitefield,13.035975,77.450764,Tuesday,21,Moderate,Cloudy,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,No Helmet,0,4,ITPL Main Road,47918,8.52,72.66,0,56.23,56.72,Tuesday,Night,1,3,0
2772,2023-07-07 00:37:00,HSR Layout,13.099255,77.621928,Friday,0,Moderate,Raining,Dry,Bicycle,Minor,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,8357,56.6,30.0,0,52.83,57.91,Friday,Night,4,7,0
2773,2023-10-28 05:25:00,HSR Layout,13.091269,77.744131,Saturday,5,Moderate,Foggy,Dry,Car,Severe,Fatal,Drunk Driving,Overspeeding,2,0,27th Main Road,33918,25.94,60.21,0,83.28,65.7,Saturday,Morning,5,10,1
2774,2023-04-29 17:46:00,Whitefield,12.873464,77.491122,Saturday,17,Heavy,Clear,Under Construction,Car,Severe,Serious,Speeding,Jumping Signal,0,4,Marathahalli Bridge,56321,11.87,92.14,3,60.8,51.43,Saturday,Evening,5,4,1
2775,2023-11-05 18:55:00,Indiranagar,12.82753,77.700636,Sunday,18,Very Heavy,Clear,Under Construction,Bus,Moderate,Minor,Speeding,Jumping Signal,0,1,100 Feet Road,30347,31.25,50.67,0,67.75,79.16,Sunday,Evening,6,11,1
2776,2023-09-15 21:20:00,HSR Layout,13.025592,77.632012,Friday,21,Light,Clear,Under Construction,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,2,27th Main Road,56361,9.08,86.09,0,64.76,84.58,Friday,Night,4,9,0
2777,2023-05-28 10:17:00,Whitefield,12.90162,77.453103,Sunday,10,Heavy,Cloudy,Dry,Bicycle,Minor,Minor,Distracted Driving,No Helmet,0,2,ITPL Main Road,34435,26.43,59.83,0,58.35,99.76,Sunday,Morning,6,5,1
2778,2023-01-09 13:32:00,Koramangala,13.058576,77.451273,Monday,13,Moderate,Overcast,Under Construction,Auto Rickshaw,Minor,Minor,Drunk Driving,No Helmet,0,2,80 Feet Road,51247,7.2,88.83,4,62.93,62.98,Monday,Afternoon,0,1,0
2779,2023-10-16 19:05:00,Indiranagar,12.922833,77.571531,Monday,19,Very Heavy,Cloudy,Wet,Car,Minor,Minor,Drunk Driving,Jumping Signal,0,1,CMH Road,19289,40.26,33.33,2,52.89,60.33,Monday,Evening,0,10,0
2780,2023-12-11 22:31:00,Indiranagar,12.828449,77.461582,Monday,22,Light,Haze,Dry,Bus,Unknown,No Injury,Distracted Driving,Unknown,0,0,CMH Road,47395,13.31,75.75,0,83.5,71.43,Monday,Night,0,12,0
2781,2023-03-18 20:02:00,Koramangala,12.954121,77.47637,Saturday,20,Heavy,Overcast,Under Construction,Truck,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,80 Feet Road,28073,27.72,46.07,0,68.83,75.29,Saturday,Evening,5,3,1
2782,2023-11-20 13:45:00,HSR Layout,13.03038,77.686584,Monday,13,Moderate,Clear,Under Construction,Car,Moderate,Serious,Ignoring Signal,No Helmet,0,2,Outer Ring Road,18460,41.98,30.0,0,51.66,88.24,Monday,Afternoon,0,11,0
2783,2023-09-02 05:22:00,Indiranagar,12.965953,77.45451,Saturday,5,Moderate,Cloudy,Potholes,Bicycle,Unknown,No Injury,Speeding,No Helmet,0,0,100 Feet Road,28284,27.5,37.78,1,37.61,53.68,Saturday,Morning,5,9,1
2784,2023-10-13 06:03:00,HSR Layout,13.080594,77.628215,Friday,6,Light,Clear,Wet,Motorcycle,Unknown,No Injury,Drunk Driving,Unknown,0,0,27th Main Road,48592,13.83,81.6,1,39.02,89.28,Friday,Morning,4,10,0
2785,2023-01-11 12:16:00,Koramangala,13.037029,77.559535,Wednesday,12,Moderate,Clear,Dry,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,Sony World Junction,40661,22.54,59.86,0,76.27,58.46,Wednesday,Afternoon,2,1,0
2786,2023-02-16 05:08:00,HSR Layout,12.98595,77.509834,Thursday,5,Light,Overcast,Wet,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Outer Ring Road,45966,12.79,72.11,0,80.36,80.93,Thursday,Morning,3,2,0
2787,2023-08-20 07:22:00,Koramangala,12.920574,77.604444,Sunday,7,Moderate,Cloudy,Dry,Car,Moderate,Minor,Drunk Driving,No Helmet,0,1,Sony World Junction,36919,19.61,54.13,0,71.98,58.2,Sunday,Morning,6,8,1
2788,2023-11-02 04:01:00,Koramangala,13.000279,77.486412,Thursday,4,Moderate,Foggy,Potholes,Car,Unknown,No Injury,Drunk Driving,Jumping Signal,0,0,Sony World Junction,58108,9.1,89.4,1,67.34,81.66,Thursday,Night,3,11,0
2789,2023-04-23 01:27:00,Indiranagar,12.82592,77.508819,Sunday,1,Moderate,Haze,Dry,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,100 Feet Road,10631,53.61,30.0,1,43.28,96.11,Sunday,Night,6,4,1
2790,2023-08-28 07:16:00,Whitefield,13.121406,77.531092,Monday,7,Moderate,Foggy,Wet,Motorcycle,Moderate,Minor,Distracted Driving,No Helmet,0,1,ITPL Main Road,24726,39.04,44.26,0,65.81,93.38,Monday,Morning,0,8,0
2791,2023-02-04 20:05:00,Whitefield,12.98247,77.493222,Saturday,20,Heavy,Cloudy,Under Construction,Motorcycle,Moderate,Minor,Speeding,Unknown,0,1,ITPL Main Road,25886,33.09,44.65,1,81.75,98.76,Saturday,Evening,5,2,1
2792,2023-12-16 02:37:00,Indiranagar,12.927437,77.59953,Saturday,2,Light,Haze,Under Construction,Motorcycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,100 Feet Road,57155,7.84,97.73,1,35.03,72.99,Saturday,Night,5,12,1
2793,2023-06-23 08:09:00,HSR Layout,12.905782,77.654528,Friday,8,Very Heavy,Foggy,Dry,Bicycle,Moderate,Serious,Speeding,No Helmet,0,2,27th Main Road,25397,37.4,38.59,0,71.72,63.33,Friday,Morning,4,6,0
2794,2023-10-06 14:03:00,Whitefield,13.009906,77.501228,Friday,14,Moderate,Clear,Under Construction,Car,Moderate,Serious,Ignoring Signal,Jumping Signal,0,1,ITPL Main Road,8798,49.12,30.0,0,50.7,95.07,Friday,Afternoon,4,10,0
2795,2023-06-08 04:23:00,Jayanagar,13.018494,77.503016,Thursday,4,Light,Overcast,Wet,Motorcycle,Moderate,Serious,Ignoring Signal,No Helmet,0,3,4th Block Complex,54715,11.29,81.65,4,42.27,80.32,Thursday,Night,3,6,0
2796,2023-06-09 07:25:00,Koramangala,12.828476,77.688088,Friday,7,Light,Raining,Dry,Auto Rickshaw,Severe,Serious,Distracted Driving,Overspeeding,0,2,Sony World Junction,35775,20.76,57.36,0,50.56,95.53,Friday,Morning,4,6,0
2797,2023-01-25 01:53:00,HSR Layout,12.988559,77.55617,Wednesday,1,Moderate,Clear,Potholes,Motorcycle,Minor,Minor,Ignoring Signal,Overspeeding,0,1,27th Main Road,27879,33.67,44.95,0,49.43,64.1,Wednesday,Night,2,1,0
2798,2023-12-21 21:37:00,Jayanagar,12.895372,77.632045,Thursday,21,Moderate,Cloudy,Dry,Motorcycle,Moderate,Serious,Distracted Driving,Jumping Signal,0,1,South End Circle,53973,12.21,90.59,0,34.87,95.95,Thursday,Night,3,12,0
2799,2023-04-11 14:03:00,Jayanagar,12.875285,77.689343,Tuesday,14,Light,Overcast,Under Construction,Bicycle,Minor,Minor,Ignoring Signal,Overspeeding,0,2,4th Block Complex,8671,54.18,30.0,1,33.76,55.1,Tuesday,Afternoon,1,4,0
2800,2023-02-25 11:03:00,Indiranagar,13.03022,77.552172,Saturday,11,Heavy,Foggy,Under Construction,Car,Severe,Serious,Speeding,Overspeeding,0,2,100 Feet Road,54938,11.56,90.6,0,59.87,87.97,Saturday,Morning,5,2,1
2801,2023-05-26 04:21:00,Whitefield,12.899161,77.688035,Friday,4,Light,Foggy,Wet,Car,Severe,Serious,Ignoring Signal,No Helmet,0,1,Marathahalli Bridge,51163,7.49,79.55,0,55.42,99.05,Friday,Night,4,5,0
2802,2023-08-13 12:33:00,Koramangala,13.100669,77.69193,Sunday,12,Light,Haze,Wet,Car,Minor,Minor,Speeding,Jumping Signal,0,1,Sony World Junction,27746,29.49,48.78,0,64.46,66.23,Sunday,Afternoon,6,8,1
2803,2023-06-01 09:24:00,Indiranagar,13.059881,77.575563,Thursday,9,Very Heavy,Raining,Dry,Car,Moderate,Minor,Distracted Driving,Overspeeding,0,1,100 Feet Road,5917,57.18,30.0,0,60.47,71.18,Thursday,Morning,3,6,0
2804,2023-04-20 14:30:00,Whitefield,13.078829,77.734515,Thursday,14,Light,Haze,Under Construction,Motorcycle,Minor,Minor,Drunk Driving,Unknown,0,1,ITPL Main Road,59422,10.07,100.0,0,33.29,65.94,Thursday,Afternoon,3,4,0
2805,2023-07-29 10:50:00,Jayanagar,13.019664,77.66862,Saturday,10,Very Heavy,Haze,Under Construction,Bicycle,Minor,Minor,Speeding,Unknown,0,1,4th Block Complex,31557,24.73,45.57,1,61.84,65.38,Saturday,Morning,5,7,1
2806,2023-10-10 10:05:00,Jayanagar,12.841869,77.725793,Tuesday,10,Very Heavy,Clear,Dry,Auto Rickshaw,Moderate,Minor,Distracted Driving,Unknown,0,2,South End Circle,33683,27.58,60.88,0,60.18,57.34,Tuesday,Morning,1,10,0
2807,2023-09-24 14:19:00,Whitefield,12.832102,77.690619,Sunday,14,Moderate,Foggy,Potholes,Car,Severe,Serious,Drunk Driving,Jumping Signal,0,3,Marathahalli Bridge,41543,17.79,63.65,0,67.96,86.51,Sunday,Afternoon,6,9,1
2808,2023-11-25 10:59:00,HSR Layout,13.066966,77.534591,Saturday,10,Very Heavy,Overcast,Under Construction,Bicycle,Moderate,Minor,Speeding,Jumping Signal,0,2,27th Main Road,18843,44.7,30.0,0,44.18,57.43,Saturday,Morning,5,11,1
2809,2023-09-26 00:42:00,Jayanagar,13.037628,77.738408,Tuesday,0,Moderate,Foggy,Wet,Bus,Unknown,No Injury,Speeding,No Helmet,0,0,South End Circle,7229,53.21,30.0,0,74.52,83.78,Tuesday,Night,1,9,0
2810,2023-01-12 21:41:00,HSR Layout,13.013778,77.679841,Thursday,21,Light,Clear,Dry,Motorcycle,Minor,Minor,Speeding,Unknown,0,1,27th Main Road,57142,11.67,87.84,0,33.01,98.21,Thursday,Night,3,1,0
2811,2023-08-15 01:15:00,HSR Layout,13.016198,77.650552,Tuesday,1,Moderate,Foggy,Potholes,Auto Rickshaw,Moderate,Minor,Distracted Driving,Overspeeding,0,1,Outer Ring Road,11012,47.85,30.0,0,51.96,90.42,Tuesday,Night,1,8,0
2812,2023-02-09 06:03:00,HSR Layout,13.096483,77.556761,Thursday,6,Moderate,Clear,Under Construction,Motorcycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,1,27th Main Road,14208,44.74,30.0,0,57.71,85.0,Thursday,Morning,3,2,0
2813,2023-06-21 04:26:00,Jayanagar,12.936357,77.597112,Wednesday,4,Light,Overcast,Under Construction,Bus,Severe,Fatal,Ignoring Signal,Jumping Signal,1,2,South End Circle,13839,42.85,30.0,0,33.9,65.21,Wednesday,Night,2,6,0
