record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage,Day_of_Week_Name,Time_of_Day,Day_of_Week_Num,Month,Is_Weekend
6501,2023-10-29 09:27:00,Jayanagar,12.932844,77.594036,Sunday,9,Very Heavy,Cloudy,Dry,Motorcycle,Severe,Serious,Distracted Driving,Jumping Signal,0,1,4th Block Complex,18090,43.48,30.0,2,40.07,79.88,Sunday,Morning,6,10,1
6502,2023-03-16 19:20:00,Whitefield,12.956188,77.734263,Thursday,19,Heavy,Raining,Potholes,Car,Minor,Minor,Distracted Driving,Jumping Signal,0,2,Marathahalli Bridge,24233,33.19,37.89,0,83.11,72.83,Thursday,Evening,3,3,0
6503,2023-01-15 07:52:00,Jayanagar,12.939771,77.585382,Sunday,7,Moderate,Raining,Dry,Auto Rickshaw,Minor,Minor,Distracted Driving,No Helmet,0,1,South End Circle,45047,17.22,73.79,2,61.17,61.82,Sunday,Morning,6,1,1
6504,2023-10-23 04:23:00,Koramangala,12.92851,77.623749,Monday,4,Moderate,Cloudy,Dry,Bus,Moderate,Minor,Speeding,No Helmet,0,2,80 Feet Road,18160,40.47,32.99,0,75.81,75.94,Monday,Night,0,10,0
6505,2023-01-16 21:07:00,HSR Layout,12.916411,77.653492,Monday,21,Light,Foggy,Wet,Motorcycle,Severe,Serious,Distracted Driving,Overspeeding,0,2,27th Main Road,59587,12.39,95.75,0,62.19,98.75,Monday,Night,0,1,0
6506,2023-05-19 10:17:00,Whitefield,12.983285,77.761706,Friday,10,Very Heavy,Cloudy,Under Construction,Car,Severe,Serious,Drunk Driving,No Helmet,0,4,Marathahalli Bridge,57139,11.2,93.39,0,54.19,68.79,Friday,Morning,4,5,0
6507,2023-12-10 14:31:00,Whitefield,12.992593,77.747678,Sunday,14,Light,Clear,Wet,Bus,Minor,Minor,Drunk Driving,No Helmet,0,1,ITPL Main Road,44990,17.52,66.24,0,53.62,59.12,Sunday,Afternoon,6,12,1
6508,2023-04-06 13:06:00,Whitefield,12.966262,77.74874,Thursday,13,Moderate,Haze,Wet,Truck,Severe,Fatal,Ignoring Signal,Unknown,2,1,Marathahalli Bridge,22962,36.61,36.0,2,50.44,68.19,Thursday,Afternoon,3,4,0
6509,2023-04-17 07:03:00,Jayanagar,12.925562,77.585988,Monday,7,Moderate,Cloudy,Under Construction,Truck,Minor,Minor,Ignoring Signal,Unknown,0,2,South End Circle,37303,26.64,66.8,1,66.51,98.38,Monday,Morning,0,4,0
6510,2023-06-20 17:12:00,Koramangala,12.937274,77.621694,Tuesday,17,Very Heavy,Cloudy,Wet,Car,Severe,Serious,Drunk Driving,Unknown,0,2,80 Feet Road,43570,20.24,73.32,0,80.13,55.11,Tuesday,Evening,1,6,0
6511,2023-12-11 10:40:00,HSR Layout,12.91822,77.654739,Monday,10,Heavy,Foggy,Potholes,Motorcycle,Minor,Minor,Speeding,Unknown,0,2,Outer Ring Road,31292,31.22,47.16,0,58.11,51.96,Monday,Morning,0,12,0
6512,2023-08-29 22:43:00,Indiranagar,12.973408,77.652,Tuesday,22,Moderate,Clear,Potholes,Car,Unknown,No Injury,Speeding,Jumping Signal,0,0,100 Feet Road,45271,11.85,69.84,1,42.52,79.38,Tuesday,Night,1,8,0
6513,2023-04-16 18:55:00,HSR Layout,12.913509,77.631123,Sunday,18,Very Heavy,Haze,Dry,Motorcycle,Unknown,No Injury,Distracted Driving,No Helmet,0,0,27th Main Road,28143,35.45,41.1,1,71.35,93.3,Sunday,Evening,6,4,1
6514,2023-03-14 12:47:00,Indiranagar,12.975239,77.651289,Tuesday,12,Moderate,Clear,Dry,Bicycle,Severe,Fatal,Speeding,Jumping Signal,1,3,100 Feet Road,17794,39.87,30.0,0,74.68,64.4,Tuesday,Afternoon,1,3,0
6515,2023-09-22 03:39:00,Koramangala,12.941688,77.61797,Friday,3,Moderate,Overcast,Under Construction,Bus,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,Sony World Junction,56301,5.89,98.6,0,68.63,52.85,Friday,Night,4,9,0
6516,2023-02-11 22:11:00,Jayanagar,12.921363,77.576453,Saturday,22,Moderate,Foggy,Dry,Bus,Severe,Serious,Speeding,Unknown,0,1,4th Block Complex,32652,26.72,52.27,3,47.22,50.89,Saturday,Night,5,2,1
6517,2023-02-05 01:27:00,Koramangala,12.939034,77.615842,Sunday,1,Light,Haze,Potholes,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Sony World Junction,53531,14.7,92.63,0,64.36,85.31,Sunday,Night,6,2,1
6518,2023-05-22 11:10:00,Indiranagar,12.97351,77.647141,Monday,11,Very Heavy,Overcast,Under Construction,Bus,Moderate,Serious,Distracted Driving,Overspeeding,0,1,CMH Road,47649,10.45,81.18,1,72.69,51.7,Monday,Morning,0,5,0
6519,2023-07-12 03:33:00,Koramangala,12.930698,77.626158,Wednesday,3,Light,Cloudy,Dry,Bus,Moderate,Minor,Distracted Driving,Unknown,0,1,Sony World Junction,27490,29.28,45.39,1,55.69,90.1,Wednesday,Night,2,7,0
6520,2023-07-07 21:03:00,Whitefield,12.96058,77.730973,Friday,21,Moderate,Haze,Dry,Truck,Moderate,Minor,Drunk Driving,Overspeeding,0,2,Marathahalli Bridge,14183,44.51,30.0,0,30.72,72.81,Friday,Night,4,7,0
6521,2023-07-02 19:29:00,HSR Layout,12.915956,77.645301,Sunday,19,Very Heavy,Overcast,Potholes,Car,Moderate,Serious,Drunk Driving,Overspeeding,0,1,27th Main Road,37983,21.3,53.69,1,67.69,56.62,Sunday,Evening,6,7,1
6522,2023-06-28 03:27:00,Jayanagar,12.934573,77.582578,Wednesday,3,Moderate,Cloudy,Potholes,Truck,Minor,Minor,Drunk Driving,Jumping Signal,0,1,South End Circle,35631,28.98,52.37,0,59.37,56.16,Wednesday,Night,2,6,0
6523,2023-03-26 22:29:00,Whitefield,12.971031,77.727592,Sunday,22,Light,Overcast,Wet,Motorcycle,Severe,Serious,Ignoring Signal,Unknown,0,1,Marathahalli Bridge,53932,14.78,86.8,1,63.23,91.45,Sunday,Night,6,3,1
6524,2023-07-16 07:05:00,Jayanagar,12.94248,77.575162,Sunday,7,Moderate,Foggy,Potholes,Bicycle,Moderate,Serious,Speeding,Jumping Signal,0,1,4th Block Complex,42347,12.73,65.64,0,66.42,85.68,Sunday,Morning,6,7,1
6525,2023-03-10 04:52:00,Jayanagar,12.940486,77.575044,Friday,4,Moderate,Clear,Wet,Truck,Minor,Minor,Distracted Driving,Overspeeding,0,2,South End Circle,23338,41.1,39.93,0,74.15,92.74,Friday,Night,4,3,0
6526,2023-11-16 06:51:00,Whitefield,12.971221,77.729499,Thursday,6,Light,Raining,Potholes,Auto Rickshaw,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,ITPL Main Road,56204,11.27,98.51,0,55.89,84.5,Thursday,Morning,3,11,0
6527,2023-04-28 14:55:00,Koramangala,12.928867,77.620144,Friday,14,Moderate,Raining,Wet,Motorcycle,Severe,Serious,Ignoring Signal,Overspeeding,0,1,Sony World Junction,21062,41.5,30.0,0,36.6,51.71,Friday,Afternoon,4,4,0
6528,2023-03-13 02:01:00,Jayanagar,12.941626,77.584038,Monday,2,Moderate,Cloudy,Potholes,Motorcycle,Minor,Minor,Distracted Driving,Jumping Signal,0,2,4th Block Complex,24942,38.29,32.25,4,36.51,88.74,Monday,Night,0,3,0
6529,2023-11-14 06:47:00,HSR Layout,12.926511,77.641922,Tuesday,6,Light,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Distracted Driving,Jumping Signal,0,1,27th Main Road,30923,24.27,42.37,0,59.48,89.46,Tuesday,Morning,1,11,0
6530,2023-07-30 22:51:00,Jayanagar,12.945251,77.588059,Sunday,22,Light,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,No Helmet,0,1,4th Block Complex,20326,34.79,30.0,0,61.4,60.03,Sunday,Night,6,7,1
6531,2023-07-03 16:29:00,HSR Layout,12.910928,77.640015,Monday,16,Light,Clear,Wet,Car,Moderate,Minor,Speeding,No Helmet,0,2,Outer Ring Road,44178,17.1,67.07,1,52.92,74.12,Monday,Afternoon,0,7,0
6532,2023-07-30 13:55:00,Jayanagar,12.936056,77.577311,Sunday,13,Moderate,Raining,Dry,Truck,Minor,Minor,Ignoring Signal,Overspeeding,0,2,4th Block Complex,20326,34.79,30.0,0,61.4,60.03,Sunday,Afternoon,6,7,1
6533,2023-09-14 12:48:00,Indiranagar,12.974581,77.646021,Thursday,12,Moderate,Clear,Potholes,Motorcycle,Unknown,No Injury,Ignoring Signal,Overspeeding,0,0,CMH Road,59682,11.54,100.0,0,48.52,70.98,Thursday,Afternoon,3,9,0
6534,2023-09-08 18:10:00,Koramangala,12.940493,77.62737,Friday,18,Heavy,Raining,Under Construction,Truck,Minor,Minor,Speeding,Overspeeding,0,1,80 Feet Road,11266,47.57,30.0,0,67.05,54.23,Friday,Evening,4,9,0
6535,2023-10-20 12:47:00,HSR Layout,12.908119,77.656005,Friday,12,Moderate,Overcast,Potholes,Car,Severe,Serious,Speeding,No Helmet,0,2,27th Main Road,40151,16.33,63.19,0,51.33,99.34,Friday,Afternoon,4,10,0
6536,2023-10-23 00:14:00,Jayanagar,12.937549,77.583391,Monday,0,Moderate,Raining,Under Construction,Car,Moderate,Minor,Speeding,No Helmet,0,2,4th Block Complex,56280,12.41,84.76,1,82.14,77.36,Monday,Night,0,10,0
6537,2023-12-27 20:44:00,Indiranagar,12.981301,77.645478,Wednesday,20,Heavy,Foggy,Under Construction,Auto Rickshaw,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,CMH Road,53082,7.65,90.0,0,63.34,93.09,Wednesday,Evening,2,12,0
6538,2023-07-07 05:42:00,Indiranagar,12.985782,77.643054,Friday,5,Light,Foggy,Potholes,Truck,Moderate,Serious,Ignoring Signal,Overspeeding,0,3,100 Feet Road,47387,17.02,73.76,0,67.97,78.37,Friday,Morning,4,7,0
6539,2023-12-22 10:20:00,HSR Layout,12.912507,77.65265,Friday,10,Heavy,Cloudy,Wet,Car,Moderate,Minor,Distracted Driving,No Helmet,0,2,27th Main Road,20637,42.86,36.23,0,66.72,91.17,Friday,Morning,4,12,0
6540,2023-03-01 11:10:00,Jayanagar,12.933009,77.573145,Wednesday,11,Heavy,Clear,Under Construction,Auto Rickshaw,Moderate,Minor,Distracted Driving,Unknown,0,1,South End Circle,57900,13.1,97.2,0,69.56,63.06,Wednesday,Morning,2,3,0
6541,2023-04-25 20:59:00,HSR Layout,12.915488,77.647742,Tuesday,20,Very Heavy,Clear,Dry,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,27th Main Road,51785,12.68,81.05,0,49.08,94.24,Tuesday,Evening,1,4,0
6542,2023-08-01 10:17:00,Whitefield,12.989025,77.742096,Tuesday,10,Very Heavy,Haze,Potholes,Bicycle,Minor,Minor,Drunk Driving,Jumping Signal,0,1,Marathahalli Bridge,30593,30.66,50.04,0,58.67,57.16,Tuesday,Morning,1,8,0
6543,2023-04-26 01:42:00,Indiranagar,12.969982,77.64472,Wednesday,1,Moderate,Haze,Dry,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,1,100 Feet Road,49822,14.98,73.52,1,56.3,79.81,Wednesday,Night,2,4,0
6544,2023-05-19 06:03:00,Indiranagar,12.96986,77.644984,Friday,6,Moderate,Foggy,Potholes,Truck,Unknown,No Injury,Distracted Driving,No Helmet,0,0,100 Feet Road,6068,52.71,30.0,0,60.52,90.12,Friday,Morning,4,5,0
6545,2023-03-28 10:29:00,Jayanagar,12.923739,77.578095,Tuesday,10,Very Heavy,Raining,Potholes,Motorcycle,Severe,Serious,Speeding,Unknown,0,2,4th Block Complex,22189,41.56,35.62,1,56.33,95.62,Tuesday,Morning,1,3,0
6546,2023-11-10 00:11:00,HSR Layout,12.92334,77.639716,Friday,0,Moderate,Overcast,Under Construction,Motorcycle,Moderate,Minor,Ignoring Signal,No Helmet,0,1,27th Main Road,18683,39.11,30.0,0,76.63,78.19,Friday,Night,4,11,0
6547,2023-06-17 06:38:00,Whitefield,12.966282,77.759302,Saturday,6,Light,Foggy,Potholes,Auto Rickshaw,Severe,Serious,Drunk Driving,Overspeeding,0,3,Marathahalli Bridge,22160,38.54,38.58,0,71.78,74.0,Saturday,Morning,5,6,1
6548,2023-12-06 01:07:00,Indiranagar,12.975371,77.653845,Wednesday,1,Light,Haze,Under Construction,Auto Rickshaw,Unknown,No Injury,Distracted Driving,Overspeeding,0,0,CMH Road,24260,35.04,40.18,0,58.24,80.29,Wednesday,Night,2,12,0
6549,2023-10-17 06:41:00,Jayanagar,12.94173,77.582471,Tuesday,6,Moderate,Clear,Dry,Bicycle,Moderate,Minor,Ignoring Signal,Unknown,0,2,4th Block Complex,28855,31.32,48.99,0,82.52,66.03,Tuesday,Morning,1,10,0
6550,2023-08-04 15:04:00,HSR Layout,12.91849,77.650781,Friday,15,Light,Haze,Potholes,Motorcycle,Moderate,Serious,Drunk Driving,Jumping Signal,0,3,27th Main Road,30549,25.38,55.43,0,61.67,73.74,Friday,Afternoon,4,8,0
6551,2023-10-26 12:49:00,Whitefield,12.991043,77.728285,Thursday,12,Light,Haze,Wet,Motorcycle,Moderate,Serious,Drunk Driving,Overspeeding,0,1,Marathahalli Bridge,36774,27.36,65.12,0,38.51,87.54,Thursday,Afternoon,3,10,0
6552,2023-10-14 21:56:00,Indiranagar,12.978593,77.639483,Saturday,21,Moderate,Raining,Dry,Truck,Unknown,No Injury,Ignoring Signal,Overspeeding,0,0,CMH Road,21204,43.08,31.36,0,67.85,58.17,Saturday,Night,5,10,1
6553,2023-06-14 03:51:00,HSR Layout,12.923962,77.630911,Wednesday,3,Light,Clear,Under Construction,Bus,Moderate,Minor,Ignoring Signal,Unknown,0,2,27th Main Road,51256,8.5,86.72,0,79.79,99.7,Wednesday,Night,2,6,0
6554,2023-06-29 19:19:00,Indiranagar,12.969983,77.646487,Thursday,19,Very Heavy,Overcast,Potholes,Motorcycle,Moderate,Serious,Drunk Driving,Jumping Signal,0,4,100 Feet Road,13668,41.94,30.0,0,40.93,73.25,Thursday,Evening,3,6,0
6555,2023-01-26 03:18:00,Koramangala,12.943234,77.623582,Thursday,3,Moderate,Foggy,Under Construction,Truck,Moderate,Serious,Distracted Driving,Unknown,0,2,80 Feet Road,28072,36.44,40.59,1,76.57,97.83,Thursday,Night,3,1,0
6556,2023-03-03 17:13:00,Indiranagar,12.974155,77.641361,Friday,17,Very Heavy,Foggy,Wet,Bus,Minor,Minor,Speeding,Overspeeding,0,2,CMH Road,13583,47.35,30.0,0,81.9,89.71,Friday,Evening,4,3,0
6557,2023-04-22 12:26:00,Whitefield,12.962893,77.734602,Saturday,12,Light,Overcast,Potholes,Auto Rickshaw,Severe,Serious,Distracted Driving,Unknown,0,2,Marathahalli Bridge,11603,51.87,30.0,0,31.23,83.32,Saturday,Afternoon,5,4,1
6558,2023-09-16 01:33:00,Indiranagar,12.979903,77.646919,Saturday,1,Light,Foggy,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,2,100 Feet Road,32173,30.98,51.95,0,30.85,75.72,Saturday,Night,5,9,1
6559,2023-11-15 19:31:00,HSR Layout,12.924713,77.654358,Wednesday,19,Heavy,Foggy,Potholes,Bicycle,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,27th Main Road,53297,6.46,87.0,1,63.21,60.45,Wednesday,Evening,2,11,0
6560,2023-07-13 09:40:00,Indiranagar,12.9832,77.635455,Thursday,9,Heavy,Raining,Under Construction,Motorcycle,Moderate,Serious,Ignoring Signal,No Helmet,0,4,CMH Road,17086,43.03,31.88,0,51.36,67.19,Thursday,Morning,3,7,0
6561,2023-11-22 05:04:00,Whitefield,12.956822,77.738649,Wednesday,5,Light,Clear,Potholes,Car,Moderate,Serious,Drunk Driving,Jumping Signal,0,3,ITPL Main Road,23626,31.68,37.02,0,38.98,73.64,Wednesday,Morning,2,11,0
6562,2023-08-15 13:51:00,Koramangala,12.92892,77.627152,Tuesday,13,Light,Raining,Potholes,Bicycle,Moderate,Minor,Speeding,Jumping Signal,0,1,Sony World Junction,55001,13.34,95.23,0,30.22,57.01,Tuesday,Afternoon,1,8,0
6563,2023-09-29 05:05:00,Whitefield,12.975947,77.744172,Friday,5,Light,Foggy,Dry,Car,Moderate,Minor,Distracted Driving,No Helmet,0,2,ITPL Main Road,26080,32.66,39.57,0,34.89,65.83,Friday,Morning,4,9,0
6564,2023-10-11 15:03:00,Koramangala,12.9305,77.629082,Wednesday,15,Light,Cloudy,Under Construction,Auto Rickshaw,Severe,Fatal,Distracted Driving,Unknown,1,0,Sony World Junction,44626,17.88,75.99,0,59.45,61.17,Wednesday,Afternoon,2,10,0
6565,2023-02-23 04:20:00,Koramangala,12.938742,77.627591,Thursday,4,Light,Overcast,Under Construction,Car,Severe,Serious,Speeding,No Helmet,0,2,Sony World Junction,23492,38.17,42.56,1,55.3,76.12,Thursday,Night,3,2,0
6566,2023-09-10 09:52:00,Koramangala,12.943931,77.617942,Sunday,9,Very Heavy,Foggy,Dry,Bicycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,80 Feet Road,48344,8.66,72.03,0,63.06,71.47,Sunday,Morning,6,9,1
6567,2023-06-18 10:20:00,Koramangala,12.939577,77.630566,Sunday,10,Very Heavy,Cloudy,Wet,Auto Rickshaw,Moderate,Minor,Ignoring Signal,Overspeeding,0,2,Sony World Junction,5398,49.72,30.0,1,67.95,56.47,Sunday,Morning,6,6,1
6568,2023-05-26 11:58:00,Koramangala,12.943491,77.632196,Friday,11,Heavy,Overcast,Potholes,Auto Rickshaw,Severe,Serious,Speeding,Unknown,0,2,Sony World Junction,23566,41.39,40.31,0,66.36,94.62,Friday,Morning,4,5,0
6569,2023-03-17 16:38:00,Koramangala,12.941299,77.629765,Friday,16,Moderate,Haze,Potholes,Bicycle,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Sony World Junction,23712,36.89,40.29,0,35.06,53.17,Friday,Afternoon,4,3,0
6570,2023-03-02 11:31:00,Koramangala,12.945368,77.61541,Thursday,11,Very Heavy,Clear,Under Construction,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,2,Sony World Junction,55966,9.4,88.75,0,69.51,93.92,Thursday,Morning,3,3,0
6571,2023-01-10 03:57:00,Indiranagar,12.98448,77.647039,Tuesday,3,Light,Cloudy,Under Construction,Auto Rickshaw,Minor,Minor,Ignoring Signal,No Helmet,0,1,CMH Road,46172,14.58,77.18,0,65.48,86.25,Tuesday,Night,1,1,0
6572,2023-02-02 06:42:00,HSR Layout,12.917432,77.656587,Thursday,6,Moderate,Cloudy,Wet,Motorcycle,Unknown,No Injury,Speeding,Unknown,0,0,Outer Ring Road,38756,22.18,61.56,0,50.95,91.84,Thursday,Morning,3,2,0
6573,2023-05-25 12:58:00,Jayanagar,12.936677,77.583654,Thursday,12,Moderate,Clear,Under Construction,Auto Rickshaw,Unknown,No Injury,Distracted Driving,Jumping Signal,0,0,South End Circle,38358,25.01,62.15,1,74.38,72.6,Thursday,Afternoon,3,5,0
6574,2023-11-25 20:30:00,Jayanagar,12.934141,77.579746,Saturday,20,Very Heavy,Overcast,Under Construction,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,2,4th Block Complex,47659,12.47,72.96,1,57.76,65.73,Saturday,Evening,5,11,1
6575,2023-06-06 07:51:00,Whitefield,12.988018,77.752469,Tuesday,7,Light,Foggy,Dry,Bicycle,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,ITPL Main Road,33285,22.6,59.96,0,50.79,94.53,Tuesday,Morning,1,6,0
6576,2023-03-17 11:03:00,Whitefield,12.956404,77.752482,Friday,11,Very Heavy,Cloudy,Potholes,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,1,ITPL Main Road,20383,41.68,38.24,0,78.93,98.35,Friday,Morning,4,3,0
6577,2023-08-07 06:17:00,Indiranagar,12.974244,77.647821,Monday,6,Moderate,Cloudy,Wet,Motorcycle,Moderate,Serious,Distracted Driving,Unknown,0,2,CMH Road,28184,28.08,39.5,0,83.12,88.4,Monday,Morning,0,8,0
6578,2023-05-26 00:17:00,Koramangala,12.93085,77.617116,Friday,0,Moderate,Foggy,Potholes,Motorcycle,Moderate,Serious,Speeding,Unknown,0,3,Sony World Junction,23566,41.39,40.31,0,66.36,94.62,Friday,Night,4,5,0
6579,2023-09-04 02:07:00,Koramangala,12.935873,77.619992,Monday,2,Light,Raining,Under Construction,Truck,Moderate,Minor,Speeding,Jumping Signal,0,1,80 Feet Road,52777,9.32,79.83,0,57.02,72.55,Monday,Night,0,9,0
6580,2023-11-25 04:24:00,Indiranagar,12.974238,77.647878,Saturday,4,Light,Raining,Under Construction,Bus,Minor,Minor,Distracted Driving,Jumping Signal,0,1,CMH Road,42316,22.38,73.32,0,49.98,97.05,Saturday,Night,5,11,1
6581,2023-06-10 14:23:00,Jayanagar,12.922324,77.590029,Saturday,14,Light,Haze,Wet,Motorcycle,Minor,Minor,Drunk Driving,Jumping Signal,0,2,4th Block Complex,59543,13.5,98.17,0,52.54,84.99,Saturday,Afternoon,5,6,1
6582,2023-04-16 22:52:00,HSR Layout,12.91582,77.633053,Sunday,22,Light,Cloudy,Wet,Car,Minor,Minor,Drunk Driving,No Helmet,0,2,27th Main Road,28143,35.45,41.1,1,71.35,93.3,Sunday,Night,6,4,1
6583,2023-11-01 08:08:00,Whitefield,12.956385,77.736779,Wednesday,8,Heavy,Haze,Under Construction,Motorcycle,Unknown,No Injury,Ignoring Signal,Unknown,0,0,Marathahalli Bridge,19040,40.7,30.0,0,69.73,58.42,Wednesday,Morning,2,11,0
6584,2023-12-22 20:40:00,Whitefield,12.963416,77.731944,Friday,20,Very Heavy,Clear,Potholes,Auto Rickshaw,Severe,Serious,Ignoring Signal,Unknown,0,1,Marathahalli Bridge,46197,17.43,72.26,0,53.88,85.94,Friday,Evening,4,12,0
6585,2023-10-04 22:45:00,HSR Layout,12.923009,77.630044,Wednesday,22,Light,Raining,Wet,Auto Rickshaw,Minor,Minor,Ignoring Signal,Overspeeding,0,2,Outer Ring Road,13608,50.02,30.0,0,40.56,99.32,Wednesday,Night,2,10,0
6586,2023-01-24 12:53:00,Indiranagar,12.980197,77.638516,Tuesday,12,Light,Haze,Under Construction,Truck,Unknown,No Injury,Drunk Driving,Overspeeding,0,0,100 Feet Road,38170,25.43,54.64,0,65.11,73.82,Tuesday,Afternoon,1,1,0
6587,2023-04-27 07:45:00,HSR Layout,12.910394,77.636783,Thursday,7,Light,Haze,Wet,Bicycle,Minor,Minor,Speeding,Overspeeding,0,1,Outer Ring Road,9048,52.67,30.0,0,56.15,50.07,Thursday,Morning,3,4,0
6588,2023-08-21 21:12:00,Indiranagar,12.970945,77.638008,Monday,21,Moderate,Overcast,Potholes,Car,Severe,Serious,Drunk Driving,Overspeeding,0,2,CMH Road,42466,21.3,74.67,0,63.64,68.11,Monday,Night,0,8,0
6589,2023-02-16 01:57:00,Jayanagar,12.92934,77.594752,Thursday,1,Light,Cloudy,Under Construction,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,1,4th Block Complex,22306,36.74,30.0,1,73.89,69.19,Thursday,Night,3,2,0
6590,2023-08-28 09:32:00,Indiranagar,12.969824,77.640414,Monday,9,Heavy,Haze,Dry,Auto Rickshaw,Unknown,No Injury,Distracted Driving,No Helmet,0,0,CMH Road,37465,22.85,53.77,0,57.05,60.57,Monday,Morning,0,8,0
6591,2023-05-06 12:20:00,HSR Layout,12.91531,77.639729,Saturday,12,Light,Raining,Under Construction,Car,Moderate,Minor,Drunk Driving,No Helmet,0,1,Outer Ring Road,8327,52.34,30.0,1,38.99,98.54,Saturday,Afternoon,5,5,1
6592,2023-09-13 16:11:00,HSR Layout,12.910866,77.640304,Wednesday,16,Light,Haze,Under Construction,Auto Rickshaw,Unknown,No Injury,Drunk Driving,Jumping Signal,0,0,27th Main Road,51186,10.56,76.81,1,73.34,54.15,Wednesday,Afternoon,2,9,0
6593,2023-07-25 16:29:00,Indiranagar,12.97809,77.652677,Tuesday,16,Light,Cloudy,Potholes,Bicycle,Minor,Minor,Ignoring Signal,Overspeeding,0,2,CMH Road,17762,44.21,30.0,0,66.48,83.28,Tuesday,Afternoon,1,7,0
6594,2023-12-14 21:46:00,Jayanagar,12.926023,77.583476,Thursday,21,Light,Overcast,Under Construction,Car,Moderate,Serious,Drunk Driving,Unknown,0,1,4th Block Complex,20321,39.98,36.82,3,83.44,78.12,Thursday,Night,3,12,0
6595,2023-02-19 15:31:00,Indiranagar,12.978994,77.652655,Sunday,15,Moderate,Foggy,Dry,Auto Rickshaw,Moderate,Serious,Speeding,Jumping Signal,0,2,CMH Road,48492,10.09,84.46,0,39.0,83.89,Sunday,Afternoon,6,2,1
6596,2023-07-25 09:30:00,HSR Layout,12.914742,77.652663,Tuesday,9,Heavy,Overcast,Dry,Bus,Moderate,Minor,Drunk Driving,Overspeeding,0,2,27th Main Road,55534,8.21,87.15,1,33.15,92.68,Tuesday,Morning,1,7,0
6597,2023-07-24 01:46:00,HSR Layout,12.920402,77.63395,Monday,1,Light,Overcast,Potholes,Car,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Outer Ring Road,5912,50.46,30.0,1,80.73,72.9,Monday,Night,0,7,0
6598,2023-01-29 18:36:00,Koramangala,12.937738,77.62871,Sunday,18,Heavy,Overcast,Wet,Car,Severe,Serious,Ignoring Signal,Unknown,0,1,Sony World Junction,57052,7.08,92.44,0,59.4,69.73,Sunday,Evening,6,1,1
6599,2023-07-21 06:45:00,HSR Layout,12.910334,77.656478,Friday,6,Light,Foggy,Dry,Truck,Unknown,No Injury,Speeding,Jumping Signal,0,0,Outer Ring Road,45532,10.39,71.06,0,32.53,99.53,Friday,Morning,4,7,0
6600,2023-11-02 22:45:00,Whitefield,12.962766,77.765139,Thursday,22,Moderate,Haze,Under Construction,Truck,Unknown,No Injury,Ignoring Signal,No Helmet,0,0,ITPL Main Road,54663,14.79,83.3,0,63.71,58.54,Thursday,Night,3,11,0
6601,2023-05-16 04:36:00,Koramangala,12.93051,77.631008,Tuesday,4,Moderate,Cloudy,Wet,Bus,Severe,Fatal,Speeding,Unknown,1,3,Sony World Junction,5008,54.29,30.0,1,81.95,83.26,Tuesday,Night,1,5,0
6602,2023-12-09 19:02:00,Koramangala,12.945303,77.623452,Saturday,19,Very Heavy,Clear,Wet,Motorcycle,Minor,Minor,Drunk Driving,Unknown,0,1,80 Feet Road,6484,53.22,30.0,0,79.73,65.25,Saturday,Evening,5,12,1
6603,2023-07-24 00:48:00,Whitefield,12.976474,77.754746,Monday,0,Moderate,Overcast,Under Construction,Truck,Unknown,No Injury,Speeding,Jumping Signal,0,0,ITPL Main Road,5932,50.99,30.0,0,57.54,94.26,Monday,Night,0,7,0
6604,2023-07-06 10:47:00,Koramangala,12.936779,77.620064,Thursday,10,Heavy,Haze,Under Construction,Car,Moderate,Minor,Speeding,No Helmet,0,2,Sony World Junction,41467,15.92,62.64,0,30.97,76.12,Thursday,Morning,3,7,0
6605,2023-01-03 19:39:00,Indiranagar,12.973319,77.646017,Tuesday,19,Heavy,Foggy,Potholes,Bus,Severe,Serious,Speeding,Jumping Signal,0,1,100 Feet Road,23980,36.76,32.62,0,81.16,56.35,Tuesday,Evening,1,1,0
